Id,SalePrice
1926,386286.28125
1927,137652.21875
1928,149497.265625
1929,123979.03125
1930,135661.296875
1931,138767.75
1932,133378.25
1933,190082.234375
1934,180469.546875
1935,179561.625
1936,191456.171875
1937,186299.5625
1938,172797.1875
1939,247580.25
1940,176409.953125
1941,170958.078125
1942,181112.96875
1943,203715.15625
1944,338415.09375
1945,397946.4375
1946,146781.640625
1947,341078.53125
1948,179145.78125
1949,234919.953125
1950,178858.75
1951,266520.84375
1952,209002.875
1953,166342.125
1954,185364.640625
1955,129481.609375
1956,302928.03125
1957,154371.34375
1958,285173.34375
1959,138553.34375
1960,119318.4921875
1961,119054.1796875
1962,97130.9609375
1963,106294.1328125
1964,109477.3359375
1965,146234.359375
1966,149010.875
1967,294289.25
1968,444561.8125
1969,411496.90625
1970,452121.1875
1971,449733.96875
1972,390426.6875
1973,245289.109375
1974,311542.5
1975,436243.15625
1976,264001.09375
1977,338105.75
1978,390699.8125
1979,340137.5625
1980,202105.9375
1981,352881.875
1982,225728.6875
1983,215429.828125
1984,160728.59375
1985,222877.4375
1986,213907.75
1987,169090.609375
1988,174124.578125
1989,185970.84375
1990,209995.125
1991,281430.8125
1992,215589.953125
1993,172321.609375
1994,244255.15625
1995,181020.265625
1996,244722.859375
1997,324375.5625
1998,350561.4375
1999,268766.0625
2000,320069.5625
2001,268167.375
2002,234651.53125
2003,238211.21875
2004,274207.375
2005,234240.8125
2006,238531.46875
2007,243835.296875
2008,220395.9375
2009,194222.609375
2010,190647.078125
2011,136596.234375
2012,176414.28125
2013,182990.015625
2014,186973.046875
2015,207722.8125
2016,197372.8125
2017,198861.25
2018,123670.3046875
2019,136063.28125
2020,105926.2109375
2021,108950.703125
2022,184960.03125
2023,137304.21875
2024,249168.078125
2025,348044.84375
2026,172163.046875
2027,154411.609375
2028,151907.53125
2029,169864.03125
2030,276449.0625
2031,251581.796875
2032,269231.71875
2033,261523.109375
2034,159193.359375
2035,217224.109375
2036,192905.984375
2037,197004.71875
2038,318786.625
2039,226145.828125
2040,321265.40625
2041,256787.828125
2042,201860.859375
2043,180660.359375
2044,154814.4375
2045,205928.953125
2046,142280.90625
2047,152622.078125
2048,136614.515625
2049,142234.296875
2050,183095.421875
2051,113802.90625
2052,133192.90625
2053,149107.703125
2054,77002.1640625
2055,165300.390625
2056,140183.71875
2057,114779.796875
2058,223016.140625
2059,132190.046875
2060,179590.359375
2061,176789.921875
2062,136223.828125
2063,120494.7109375
2064,148606.390625
2065,118945.078125
2066,172831.203125
2067,116458.34375
2068,102295.0
2069,86090.6796875
2070,114220.0
2071,90235.25
2072,115247.4609375
2073,135815.4375
2074,186659.421875
2075,148786.546875
2076,123080.8359375
2077,155062.015625
2078,128481.953125
2079,131439.40625
2080,115496.265625
2081,126293.8671875
2082,128391.3515625
2083,150025.015625
2084,115620.53125
2085,121708.9375
2086,124406.2734375
2087,114504.71875
2088,96596.40625
2089,73997.703125
2090,135151.21875
2091,121244.5078125
2092,119038.6953125
2093,124667.453125
2094,117865.296875
2095,157877.15625
2096,75083.046875
2097,87472.40625
2098,151613.65625
2099,54276.0859375
2100,83553.9609375
2101,118973.4375
2102,127388.609375
2103,101746.53125
2104,138511.59375
2105,129031.6328125
2106,57998.19921875
2107,221554.28125
2108,114214.46875
2109,106647.703125
2110,131699.6875
2111,144149.5625
2112,146927.484375
2113,117816.5390625
2114,114716.1171875
2115,159015.796875
2116,116213.859375
2117,147332.984375
2118,124719.9609375
2119,102471.1015625
2120,110965.546875
2121,85421.5390625
2122,107307.0078125
2123,89071.15625
2124,175267.34375
2125,129040.7109375
2126,153063.484375
2127,144926.515625
2128,128446.578125
2129,96708.5625
2130,147415.703125
2131,144314.859375
2132,118129.515625
2133,127054.5546875
2134,120985.2890625
2135,92981.421875
2136,65554.3515625
2137,115303.3671875
2138,125658.3984375
2139,150689.59375
2140,140716.421875
2141,151006.375
2142,132933.625
2143,149435.140625
2144,110430.0078125
2145,139170.046875
2146,167906.0625
2147,127389.953125
2148,142043.296875
2149,168616.59375
2150,214159.265625
2151,119357.3828125
2152,178467.15625
2153,188119.9375
2154,109563.234375
2155,134872.015625
2156,270487.90625
2157,230038.78125
2158,243143.75
2159,213839.75
2160,167307.8125
2161,242457.984375
2162,444394.25
2163,360408.1875
2164,244595.125
2165,194443.71875
2166,146410.40625
2167,230978.109375
2168,208705.203125
2169,199686.703125
2170,225128.265625
2171,150232.890625
2172,131068.2421875
2173,174262.78125
2174,230596.109375
2175,308600.40625
2176,326211.78125
2177,243025.96875
2178,202512.421875
2179,134986.578125
2180,239162.625
2181,188960.25
2182,211590.375
2183,190424.65625
2184,130670.8046875
2185,109698.7578125
2186,138905.359375
2187,156804.390625
2188,156449.140625
2189,240885.75
2190,83863.7421875
2191,84686.640625
2192,93643.6875
2193,98653.8203125
2194,106335.59375
2195,116896.7734375
2196,101586.3046875
2197,117909.84375
2198,155515.65625
2199,175389.859375
2200,152978.65625
2201,150290.3125
2202,213850.359375
2203,144071.34375
2204,196666.984375
2205,109528.5390625
2206,150925.0625
2207,212726.296875
2208,258759.46875
2209,228402.265625
2210,127448.8671875
2211,116106.9921875
2212,118178.203125
2213,106594.2421875
2214,137606.109375
2215,105848.0390625
2216,152360.390625
2217,76474.65625
2218,56383.39453125
2219,61704.6796875
2220,65284.1015625
2221,330147.53125
2222,257306.921875
2223,278692.75
2224,215366.65625
2225,112110.828125
2226,183672.859375
2227,202634.40625
2228,257434.90625
2229,241673.859375
2230,151102.890625
2231,210386.40625
2232,170641.453125
2233,161110.890625
2234,242317.734375
2235,217118.0625
2236,258892.140625
2237,351037.9375
2238,210065.078125
2239,109099.1015625
2240,155982.6875
2241,176346.53125
2242,123343.3515625
2243,130023.6953125
2244,99914.2890625
2245,101021.4296875
2246,144312.234375
2247,119615.6640625
2248,127194.78125
2249,129648.6640625
2250,136410.453125
2251,131972.25
2252,185810.078125
2253,150431.734375
2254,176831.515625
2255,185156.953125
2256,185039.421875
2257,204940.078125
2258,167225.21875
2259,178287.078125
2260,174817.1875
2261,188273.046875
2262,205878.75
2263,355942.3125
2264,469478.3125
2265,198574.265625
2266,326466.34375
2267,369847.03125
2268,384114.65625
2269,147785.640625
2270,193811.875
2271,223495.0625
2272,197625.203125
2273,163289.125
2274,181290.640625
2275,168389.5
2276,187284.859375
2277,189069.859375
2278,151531.890625
2279,129717.453125
2280,115364.5859375
2281,166575.0
2282,190333.390625
2283,108105.9765625
2284,115257.1484375
2285,149777.6875
2286,123209.2890625
2287,335267.65625
2288,292682.71875
2289,402519.3125
2290,463646.75
2291,321994.6875
2292,425086.09375
2293,473656.90625
2294,434891.1875
2295,457955.0625
2296,266339.75
2297,303969.71875
2298,323653.21875
2299,382347.15625
2300,335154.71875
2301,272049.90625
2302,238630.703125
2303,243799.75
2304,242191.125
2305,186245.6875
2306,179627.234375
2307,193418.46875
2308,228407.09375
2309,288623.8125
2310,230559.453125
2311,187403.4375
2312,162768.96875
2313,173684.625
2314,177133.390625
2315,177686.828125
2316,197897.828125
2317,182536.84375
2318,176193.796875
2319,176955.140625
2320,208053.9375
2321,243183.84375
2322,165781.3125
2323,179257.375
2324,166965.6875
2325,192811.875
2326,163579.234375
2327,209169.828125
2328,220627.09375
2329,184955.703125
2330,173325.765625
2331,353543.0
2332,397145.3125
2333,315433.375
2334,262843.5625
2335,259911.125
2336,348882.78125
2337,209529.828125
2338,295280.25
2339,207706.453125
2340,423763.96875
2341,199437.578125
2342,236926.515625
2343,219551.234375
2344,231584.921875
2345,233830.65625
2346,222956.046875
2347,204129.0625
2348,239814.875
2349,172474.234375
2350,291753.53125
2351,261061.6875
2352,258571.46875
2353,252422.0
2354,139695.9375
2355,151341.390625
2356,144704.5
2357,190895.78125
2358,200850.078125
2359,129251.9921875
2360,113120.609375
2361,145536.421875
2362,274413.5625
2363,144333.859375
2364,165815.640625
2365,225509.125
2366,199199.984375
2367,225550.4375
2368,219764.484375
2369,219498.828125
2370,169160.078125
2371,172067.5625
2372,193123.25
2373,277631.3125
2374,338590.15625
2375,260780.328125
2376,278725.3125
2377,376176.4375
2378,149384.578125
2379,206388.390625
2380,140470.59375
2381,165632.078125
2382,195666.09375
2383,194751.71875
2384,247835.796875
2385,162236.953125
2386,133815.421875
2387,137066.34375
2388,116391.46875
2389,115654.8828125
2390,156339.125
2391,144604.953125
2392,111775.921875
2393,176909.796875
2394,156490.1875
2395,215991.625
2396,140815.953125
2397,204170.5
2398,137123.828125
2399,56056.76171875
2400,65399.1640625
2401,112737.3203125
2402,140391.171875
2403,134085.3125
2404,142001.359375
2405,165173.375
2406,141268.21875
2407,125337.0546875
2408,140219.53125
2409,122752.5625
2410,164254.3125
2411,125057.484375
2412,157185.484375
2413,130288.8984375
2414,148155.34375
2415,130850.2890625
2416,134239.296875
2417,136918.8125
2418,129156.5703125
2419,130998.96875
2420,130775.8125
2421,153888.46875
2422,116415.28125
2423,127510.9296875
2424,155765.578125
2425,255490.0
2426,132903.34375
2427,139780.84375
2428,171405.8125
2429,117540.859375
2430,132621.125
2431,112212.8828125
2432,147474.75
2433,150706.078125
2434,133357.96875
2435,157351.796875
2436,110986.890625
2437,108349.890625
2438,125774.6015625
2439,105940.4609375
2440,123674.8046875
2441,93733.59375
2442,99118.7421875
2443,122655.7265625
2444,132083.40625
2445,82078.21875
2446,128885.1328125
2447,182075.953125
2448,136302.53125
2449,103249.1875
2450,148899.859375
2451,112183.6015625
2452,210885.3125
2453,96024.796875
2454,126525.7265625
2455,125492.1640625
2456,145751.703125
2457,129988.953125
2458,130489.015625
2459,105551.5
2460,140136.46875
2461,116932.2890625
2462,142721.84375
2463,123342.4453125
2464,170440.703125
2465,136441.84375
2466,111733.59375
2467,136708.625
2468,76378.59375
2469,67709.5703125
2470,179476.734375
2471,201588.109375
2472,169332.984375
2473,106574.296875
2474,76639.1171875
2475,213581.59375
2476,117934.8515625
2477,127401.1953125
2478,153627.390625
2479,100047.109375
2480,145547.34375
2481,119438.921875
2482,122261.515625
2483,112467.6875
2484,122637.015625
2485,123555.7109375
2486,162502.09375
2487,186722.359375
2488,158721.640625
2489,151067.8125
2490,148365.6875
2491,84485.3984375
2492,176975.9375
2493,142132.703125
2494,140369.734375
2495,82429.5234375
2496,231081.546875
2497,145433.953125
2498,115843.546875
2499,100068.328125
2500,121821.453125
2501,137655.65625
2502,147944.328125
2503,93093.640625
2504,173659.5625
2505,233554.5
2506,257127.875
2507,305683.9375
2508,259228.671875
2509,208539.875
2510,220236.234375
2511,174826.4375
2512,213597.1875
2513,212895.109375
2514,260914.96875
2515,149719.203125
2516,170249.640625
2517,141475.796875
2518,157818.5
2519,237893.75
2520,210945.078125
2521,188678.609375
2522,225087.59375
2523,116788.375
2524,130437.9140625
2525,143013.65625
2526,134166.953125
2527,110886.6484375
2528,130590.2734375
2529,144266.5
2530,118266.21875
2531,251631.671875
2532,229088.125
2533,194291.328125
2534,234450.234375
2535,326382.03125
2536,233644.265625
2537,238152.640625
2538,184648.078125
2539,181785.203125
2540,175210.6875
2541,179565.40625
2542,164945.296875
2543,129341.4453125
2544,114406.4140625
2545,131454.078125
2546,133899.59375
2547,132480.765625
2548,154972.140625
2549,156498.4375
2550,331653.8125
2551,140861.921875
2552,129555.046875
2553,72617.2578125
2554,97631.9375
2555,125138.3984375
2556,107620.5546875
2557,105566.8359375
2558,175774.140625
2559,147506.84375
2560,151898.375
2561,146315.890625
2562,164715.46875
2563,158488.09375
2564,201036.15625
2565,149194.171875
2566,159939.21875
2567,145278.40625
2568,207384.9375
2569,218196.4375
2570,121398.296875
2571,188947.03125
2572,161908.046875
2573,217905.96875
2574,269989.25
2575,133900.734375
2576,128004.84375
2577,172540.546875
2578,81957.78125
2579,67589.875
2580,108180.6484375
2581,91854.5234375
2582,98797.53125
2583,282778.59375
2584,152283.6875
2585,190366.65625
2586,211716.46875
2587,199736.359375
2588,149795.5625
2589,149112.796875
2590,198338.953125
2591,223547.53125
2592,216891.5
2593,253312.96875
2594,170986.671875
2595,207954.984375
2596,317831.625
2597,186892.671875
2598,271663.78125
2599,314170.625
2600,185301.375
2601,144243.609375
2602,80821.046875
2603,90658.390625
2604,91378.265625
2605,69933.0234375
2606,142363.265625
2607,184013.59375
2608,196817.484375
2609,166281.0625
2610,113523.96875
2611,138394.90625
2612,151812.328125
2613,134446.59375
2614,130935.6328125
2615,155787.921875
2616,142644.8125
2617,185749.46875
2618,211747.71875
2619,188431.875
2620,188416.484375
2621,185851.46875
2622,184593.0625
2623,241950.765625
2624,290872.9375
2625,325180.15625
2626,167652.484375
2627,168412.875
2628,482133.3125
2629,541231.8125
2630,359977.15625
2631,466659.0
2632,448404.40625
2633,340241.65625
2634,396868.96875
2635,152760.1875
2636,174007.578125
2637,175963.609375
2638,269051.65625
2639,187536.328125
2640,156907.84375
2641,96556.9375
2642,209620.453125
2643,105891.0625
2644,121643.296875
2645,109832.3046875
2646,99822.8125
2647,106106.6015625
2648,142862.921875
2649,147290.15625
2650,142789.65625
2651,147222.953125
2652,404957.21875
2653,240131.453125
2654,268214.5
2655,389819.0625
2656,330375.75
2657,347238.5625
2658,284431.40625
2659,317894.1875
2660,346416.125
2661,362155.03125
2662,379193.1875
2663,256180.484375
2664,273071.90625
2665,356881.03125
2666,308594.46875
2667,168165.3125
2668,178517.203125
2669,179060.5
2670,294676.34375
2671,182087.421875
2672,190917.96875
2673,212757.53125
2674,213293.875
2675,175606.015625
2676,182512.25
2677,196486.328125
2678,258726.140625
2679,258160.546875
2680,274517.125
2681,429327.125
2682,342955.28125
2683,518070.25
2684,325233.40625
2685,355216.25
2686,240557.28125
2687,346439.90625
2688,221865.15625
2689,212692.390625
2690,461754.65625
2691,189722.015625
2692,136969.890625
2693,192833.90625
2694,134381.75
2695,189964.140625
2696,179763.5625
2697,192909.671875
2698,203453.28125
2699,173469.78125
2700,158627.234375
2701,143247.03125
2702,102356.2265625
2703,125654.0078125
2704,141224.5
2705,124493.0234375
2706,115313.65625
2707,119170.96875
2708,135042.484375
2709,113517.8828125
2710,132498.640625
2711,280675.59375
2712,389877.625
2713,170572.5
2714,149981.671875
2715,175250.78125
2716,148725.453125
2717,186005.25
2718,229131.109375
2719,151789.546875
2720,174252.140625
2721,135823.203125
2722,162469.5625
2723,148983.734375
2724,136311.265625
2725,133903.890625
2726,149876.453125
2727,177712.546875
2728,170032.578125
2729,146846.265625
2730,144136.265625
2731,136195.921875
2732,128516.4375
2733,162413.984375
2734,131049.1796875
2735,137309.578125
2736,145255.03125
2737,129889.6953125
2738,134690.59375
2739,164731.9375
2740,138279.609375
2741,146572.390625
2742,151016.390625
2743,148116.625
2744,156085.921875
2745,135810.703125
2746,137723.546875
2747,147454.515625
2748,124867.4609375
2749,133570.828125
2750,130411.8828125
2751,139391.328125
2752,183375.265625
2753,148746.765625
2754,209701.625
2755,134831.359375
2756,101040.5625
2757,70522.109375
2758,87721.28125
2759,164811.03125
2760,126637.921875
2761,148566.34375
2762,143319.515625
2763,180888.15625
2764,150353.0
2765,264050.625
2766,142147.625
2767,93834.3515625
2768,138631.53125
2769,133795.640625
2770,143646.296875
2771,109876.6640625
2772,108703.390625
2773,156842.359375
2774,138579.5
2775,116549.0703125
2776,139888.53125
2777,160886.484375
2778,112488.265625
2779,126974.515625
2780,90384.5703125
2781,92923.5546875
2782,91635.734375
2783,103671.5078125
2784,122266.3125
2785,136204.8125
2786,74676.4765625
2787,121878.890625
2788,73688.4375
2789,183930.59375
2790,82170.2578125
2791,113943.8203125
2792,44102.3671875
2793,183268.125
2794,92118.8515625
2795,114581.6796875
2796,109155.5390625
2797,186838.046875
2798,115505.8046875
2799,108460.8828125
2800,63198.7265625
2801,106853.2265625
2802,140489.53125
2803,189833.40625
2804,137130.625
2805,109507.828125
2806,73757.203125
2807,159770.390625
2808,158638.71875
2809,137537.0
2810,134188.671875
2811,163084.46875
2812,148803.984375
2813,168425.3125
2814,145872.0
2815,104826.5859375
2816,238322.484375
2817,150458.515625
2818,129686.609375
2819,167792.09375
2820,140616.125
2821,102563.6328125
2822,179491.546875
2823,246565.046875
2824,194866.109375
2825,162472.25
2826,131783.171875
2827,134727.484375
2828,213937.71875
2829,228892.203125
2830,225985.390625
2831,182792.828125
2832,241109.25
2833,298191.90625
2834,217054.625
2835,210827.75
2836,193487.03125
2837,160327.828125
2838,148498.171875
2839,178746.046875
2840,203536.578125
2841,210292.890625
2842,226262.109375
2843,147109.84375
2844,167507.546875
2845,121471.2734375
2846,213105.09375
2847,201354.625
2848,220711.8125
2849,205847.4375
2850,276715.84375
2851,229576.78125
2852,226606.0
2853,232081.125
2854,136013.5
2855,201935.796875
2856,205202.78125
2857,186625.34375
2858,200288.203125
2859,123458.15625
2860,124986.578125
2861,130409.21875
2862,191447.390625
2863,126444.875
2864,248281.3125
2865,145510.796875
2866,136640.1875
2867,98114.96875
2868,95784.2109375
2869,112878.1953125
2870,131573.515625
2871,88771.8125
2872,48061.73046875
2873,102892.0078125
2874,145992.96875
2875,109312.4453125
2876,162260.1875
2877,139468.78125
2878,175765.28125
2879,142856.296875
2880,103911.140625
2881,146724.203125
2882,175932.921875
2883,196657.1875
2884,180204.9375
2885,187040.890625
2886,241529.078125
2887,88348.6484375
2888,134698.671875
2889,41487.98046875
2890,81419.5078125
2891,137107.4375
2892,36264.7578125
2893,80072.96875
2894,46641.98046875
2895,334969.71875
2896,287113.21875
2897,202065.6875
2898,151539.796875
2899,222781.59375
2900,163144.453125
2901,223913.53125
2902,182404.484375
2903,334076.125
2904,367159.53125
2905,97805.3984375
2906,216543.9375
2907,106375.4453125
2908,133366.015625
2909,136669.0
2910,81162.96875
2911,80917.5
2912,138246.0
2913,82498.5546875
2914,77731.0390625
2915,80899.1640625
2916,78761.796875
2917,152424.125
2918,122645.4375
2919,227134.1875
